movies,year,genre,rating,brief summary,votes,director,actor,count_actors,count_directors,rating category,voting category
Bird Box,2018,"Horror, Sci-Fi            ",6.6,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",297927,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson",4,1,Moderate,Very Popular
Hell or High Water,2016,"Action, Crime, Drama            ",7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,211816,David Mackenzie,"Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham",4,1,High,Very Popular
The Babysitter,2017,"Comedy, Horror            ",6.3,"When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.",79593,McG,"Judah Lewis, Samara Weaving, Robbie Amell, Hana Mae Lee",4,1,Moderate,Very Popular
Marriage Story,2019,"Comedy, Drama, Romance            ",7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,266307,Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer, Azhy Robertson",4,1,High,Very Popular
Annihilation,2018,"Adventure, Drama, Horror            ",6.8,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",293459,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson, Benedict Wong",4,1,Moderate,Very Popular
Fractured,2019,"Mystery, Thriller            ",6.4,"A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.",62113,Brad Anderson,"Sam Worthington, Lily Rabe, Lucy Capri, Adjoa Andoh",4,1,Moderate,Very Popular
El Camino: A Breaking Bad Movie,2019,"Action, Crime, Drama            ",7.3,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.",200029,Vince Gilligan,"Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker",4,1,High,Very Popular
Wind River,2017,"Crime, Drama, Mystery            ",7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,218337,Taylor Sheridan,"Elizabeth Olsen, Jeremy Renner, Graham Greene, Kelsey Asbille",4,1,High,Very Popular
Charlie's Angels,2019,"Action, Adventure, Comedy            ",4.8,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",62393,Elizabeth Banks,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks",4,1,Low,Very Popular
Spenser Confidential,2020,"Action, Comedy, Crime            ",6.2,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.",77727,Peter Berg,"Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger",4,1,Moderate,Very Popular
Lo imposible,2012,"Drama, History, Thriller            ",7.6,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,208903,J,"Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast",4,1,High,Very Popular
The Trial of the Chicago 7,2020,"Drama, History, Thriller            ",7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",153211,Aaron Sorkin,"Eddie Redmayne, Alex Sharp, Sacha Baron Cohen, Jeremy Strong",4,1,High,Very Popular
Comment je suis devenu super-héros,2020,"Action, Adventure, Comedy            ",5.8,"While superheroes have assimilated into Parisian society, a new drug gives super powers to mere mortals.",3214,Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti",4,1,Moderate,Popular
Stowaway,2021,"Drama, Sci-Fi, Thriller            ",5.6,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,36937,Joe Penna,"Anna Kendrick, Daniel Dae Kim, Shamier Anderson, Toni Collette",4,1,Moderate,Very Popular
The Nice Guys,2016,"Action, Comedy, Crime            ",7.4,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",295435,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",4,1,High,Very Popular
The Snowman,2017,"Crime, Drama, Thriller            ",5.1,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,60354,Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",4,1,Moderate,Very Popular
Moonrise Kingdom,2012,"Comedy, Drama, Romance            ",7.8,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",328550,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray",4,1,High,Very Popular
Contagion,2011,"Drama, Thriller            ",6.7,"Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.",290444,Steven Soderbergh,"Matt Damon, Kate Winslet, Jude Law, Gwyneth Paltrow",4,1,Moderate,Very Popular
This Is England,2006,"Crime, Drama            ",7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",117889,Shane Meadows,"Thomas Turgoose, Stephen Graham, Jo Hartley, Andrew Shim",4,1,High,Very Popular
El hoyo,2019,"Horror, Sci-Fi, Thriller            ",7.0,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,183495,Galder Gaztelu,"Ivan Massagué, Zorion Eguileor, Antonia San Juan, Emilio Buale",4,1,High,Very Popular
I'm Thinking of Ending Things,2020,"Drama, Thriller            ",6.6,"Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself.",71640,Charlie Kaufman,"Jesse Plemons, Jessie Buckley, Toni Collette, David Thewlis",4,1,Moderate,Very Popular
Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy, Musical            ",7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,186202,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear",4,1,High,Very Popular
Fantasy Island,2020,"Action, Adventure, Fantasy            ",4.9,"When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.",41744,Jeff Wadlow,"Michael Peña, Maggie Q, Lucy Hale, Austin Stowell",4,1,Low,Very Popular
Homefront,2013,"Action, Crime, Thriller            ",6.5,"A former DEA agent moves his family to a quiet town, where he soon tangles with a local meth druglord.",113476,Gary Fleder,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth",4,1,Moderate,Very Popular
Dead Poets Society,1989,"Comedy, Drama            ",8.1,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,443357,Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles",4,1,High,Very Popular
Contratiempo,2016,"Crime, Drama, Mystery            ",8.1,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,157061,Oriol Paulo,"Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie",4,1,High,Very Popular
Lucy,2014,"Action, Sci-Fi, Thriller            ",6.4,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",462122,Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min",3,1,Moderate,Very Popular
The Mummy,2017,"Action, Adventure, Fantasy            ",5.4,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",177592,Alex Kurtzman,"Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe",4,1,Moderate,Very Popular
22 July,2018,"Crime, Drama, History            ",6.8,"A three-part story of Norway's worst terrorist attack in which over seventy people were killed. 22 July looks at the disaster itself, the survivors, Norway's political system and the lawyers who worked on this horrific case.",30905,Paul Greengrass,"Anders Danielsen Lie, Jonas Strand Gravli, Jon Øigarden, Maria Bock",4,1,Moderate,Very Popular
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama            ",7.7,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",595946,Alejandro G,"Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough",4,1,High,Very Popular
Knock Knock,2015,"Drama, Thriller            ",4.9,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.",87474,Eli Roth,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns",4,1,Low,Very Popular
Hauru no ugoku shiro,2004,"Animation, Adventure, Family            ",8.2,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",351466,Hayao Miyazaki,"Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, Akihiro Miwa",4,1,High,Very Popular
Now You See Me,2013,"Crime, Mystery, Thriller            ",7.2,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",614056,Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson",4,1,High,Very Popular
The Lost World: Jurassic Park,1997,"Action, Adventure, Sci-Fi            ",6.6,"A research team is sent to the Jurassic Park Site B island to study the dinosaurs there, while an InGen team approaches with another agenda.",390425,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn",4,1,Moderate,Very Popular
Vanquish,2021,"Action, Crime, Thriller            ",2.7,"A mother, Victoria, is trying to put her dark past as a Russian drug courier behind her, but retired cop Damon forces Victoria to do his bidding by holding her daughter hostage.",3010,George Gallo,"Morgan Freeman, Ruby Rose, Patrick Muldoon, Nick Vallelonga",4,1,Low,Popular
Geostorm,2017,"Action, Sci-Fi, Thriller            ",5.3,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",99724,Dean Devlin,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara",4,1,Moderate,Very Popular
A Futile and Stupid Gesture,2018,"Biography, Comedy            ",6.8,"In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.",14676,David Wain,"Frank Gingerich, Morgan Gingerich, Annette O",3,1,Moderate,Very Popular
Eurovision Song Contest: The Story of Fire Saga,2020,"Comedy, Music            ",6.5,"When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.",84242,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Mikael Persbrandt",4,1,Moderate,Very Popular
The Next Three Days,2010,"Action, Crime, Drama            ",7.3,A married couple's life is turned upside down when the wife is accused of a murder.,189815,Paul Haggis,"Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie",4,1,High,Very Popular
Moonlight,2016,Drama            ,7.4,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",285273,Barry Jenkins,"Mahershala Ali, Naomie Harris, Trevante Rhodes, Alex R",4,1,High,Very Popular
In the Heart of the Sea,2015,"Action, Adventure, Biography            ",6.9,"A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.",128605,Ron Howard,"Chris Hemsworth, Cillian Murphy, Brendan Gleeson, Ben Whishaw",4,1,Moderate,Very Popular
The Babysitter: Killer Queen,2020,"Comedy, Horror            ",5.8,"Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell.",31220,McG,"Judah Lewis, Samara Weaving, Jenna Ortega, Emily Alyn Lind",4,1,Moderate,Very Popular
Rebecca,2020,"Drama, Mystery, Romance            ",6.0,"A young newlywed arrives at her husband's imposing family estate on a windswept English coast and finds herself battling the shadow of his first wife, Rebecca, whose legacy lives on in the house long after her death.",35836,Ben Wheatley,"Lily James, Armie Hammer, Kristin Scott Thomas, Keeley Hawes",4,1,Moderate,Very Popular
Contact,1997,"Drama, Mystery, Sci-Fi            ",7.5,"Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.",261289,Robert Zemeckis,"Jodie Foster, Matthew McConaughey, Tom Skerritt, John Hurt",4,1,High,Very Popular
The Kissing Booth,2018,"Comedy, Romance            ",6.0,A high school student is forced to confront her secret crush at a kissing booth.,72207,Vince Marcello,"Joey King, Jacob Elordi, Joel Courtney, Megan du Plessis",4,1,Moderate,Very Popular
Climax,2018,"Drama, Horror, Music            ",7.0,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.",58051,Gaspar Noé,"Sofia Boutella, Romain Guillermic, Souheila Yacoub, Kiddy Smile",4,1,High,Very Popular
Gods of Egypt,2016,"Action, Adventure, Fantasy            ",5.4,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",109959,Alex Proyas,"Brenton Thwaites, Nikolaj Coster",2,1,Moderate,Very Popular
Mank,2020,"Biography, Comedy, Drama            ",6.9,1930's Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,63893,David Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins, Tom Pelphrey",4,1,Moderate,Very Popular
